recordingID	SpeakerID	gross duration	net duration	in/out	languageID	nativeness	sex	filename	recordingID other line	lawaai	ruis	muziek_hoorbaar	achtergrondspreker	auto	galm	beller_welke_emotie	beller_fluistert	beller_stemverheffing	beller_leeftijd	beller_formeel	beller_regionaal_accent	beller_spontaniteit	annotatorID	Transcribed
1142	31147	66	18.304	2	4	moedertaal	M	31147_1142.wav	None	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	TRUE
1143	31148	71	31.552	1	4	moedertaal	M	31148_1143.wav	None	ja	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	aaa	TRUE
1144	31148	107	39.864	2	4	moedertaal	M	31148_1144.wav	None	nee	nee	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	aaa	TRUE
1145	31148	65	20.824	1	4	moedertaal	M	31148_1145.wav	None	nee	nee	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	monoloog	aaa	TRUE
1146	31148	65	27.64	1	4	moedertaal	M	31148_1146.wav	None	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	aaa	TRUE
1147	31412	194	100.928	2	4	moedertaal	M	31412_1147.wav	None	nee	nee	kort	nee	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	TRUE
1148	31412	111	67.04	1	4	moedertaal	M	31412_1148.wav	1153	nee	nee	nee	nee	ja	nee	nee	nee	nee	volwassene	ja	nee	dialoog	ccc	TRUE
1149	31412	88	37.08	1	4	moedertaal	M	31412_1149.wav	1154	nee	nee	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	TRUE
1150	31412	69	15.736	1	4	moedertaal	M	31412_1150.wav	1155	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	TRUE
1151	31412	337	152.72	1	4	moedertaal	M	31412_1151.wav	1156	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	TRUE
1152	31412	89	37.256	1	4	moedertaal	M	31412_1152.wav	1157	ja	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	TRUE
1153	31413	111	21.336	1	4	moedertaal	F	31413_1153.wav	1148	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	TRUE
1154	31413	88	29.488	1	4	moedertaal	F	31413_1154.wav	1149	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	TRUE
1155	31413	69	33.888	1	4	moedertaal	F	31413_1155.wav	1150	ja	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	TRUE
1156	31413	337	80.112	1	4	moedertaal	F	31413_1156.wav	1151	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	TRUE
1157	31413	89	15.536	1	4	moedertaal	F	31413_1157.wav	1152	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	TRUE
1158	32628	63	21.632	1	4	slecht	F	32628_1158.wav	None	ja	nee	nee	nee	nee	nee	nee	kort	nee	volwassene	nee	nee	dialoog	ccc	TRUE
1159	32628	160	60.704	1	4	slecht	F	32628_1159.wav	None	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	TRUE
1160	32628	101	28.448	1	4	slecht	F	32628_1160.wav	None	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	TRUE
1161	32628	62	28.064	1	4	slecht	F	32628_1161.wav	None	ja	nee	kort	ja	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	TRUE
1162	32628	88	50.064	1	4	slecht	F	32628_1162.wav	None	ja	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	TRUE
1163	32630	71	21.352	2	11	moedertaal	M	32630_1163.wav	1241	ja	zwak	nee	nee	nee	nee	nee	nee	langdurig	volwassene	nee	ja	dialoog	aaa	FALSE
1164	32630	31	5.536	2	11	moedertaal	M	32630_1164.wav	1242	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	aaa	FALSE
1165	32630	42	13.7145	1	11	moedertaal	M	32630_1165.wav	1243	ja	nee	langdurig	ja	ja	nee	nee	nee	langdurig	volwassene	nee	ja	dialoog	aaa	FALSE
1166	32630	45	14.448	2	5	moedertaal	M	32630_1166.wav	1182	nee	nee	nee	nee	ja	nee	nee	nee	langdurig	volwassene	nee	nee	dialoog	aaa	FALSE
1167	32630	207	141.024	2	11	moedertaal	M	32630_1167.wav	None	nee	nee	nee	ja	nee	ja	langdurig	nee	langdurig	volwassene	nee	ja	dialoog	aaa	FALSE
1168	32630	60	12.256	1	11	moedertaal	M	32630_1168.wav	1279	nee	nee	langdurig	ja	nee	ja	nee	nee	langdurig	volwassene	nee	ja	dialoog	aaa	FALSE
1169	32630	60	11.472	1	7	goed	M	32630_1169.wav	None	ja	nee	nee	nee	ja	nee	nee	nee	kort	volwassene	nee	ja	dialoog	aaa	TRUE
1170	32630	65	22.048	1	11	moedertaal	M	32630_1170.wav	1280	ja	nee	langdurig	ja	nee	nee	nee	nee	langdurig	volwassene	nee	ja	dialoog	aaa	FALSE
1171	32630	66	16.088	1	11	moedertaal	M	32630_1171.wav	1281	ja	nee	nee	ja	nee	nee	nee	nee	langdurig	volwassene	nee	ja	dialoog	aaa	FALSE
1172	32630	78	24.472	1	11	moedertaal	M	32630_1172.wav	1282	ja	nee	nee	ja	nee	nee	nee	nee	kort	volwassene	nee	nee	dialoog	aaa	FALSE
1173	32630	31	2.456	1	7	goed	M	32630_1173.wav	1283	nee	nee	nee	nee	nee	nee	nee	nee	kort	volwassene	nee	ja	dialoog	aaa	TRUE
1174	32630	56	15.576	1	5	moedertaal	M	32630_1174.wav	1244	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	FALSE
1175	32630	35	9.232	1	11	moedertaal	M	32630_1175.wav	1183	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	aaa	FALSE
1176	32630	83	24.448	1	11	moedertaal	M	32630_1176.wav	1184	nee	nee	nee	nee	nee	nee	nee	nee	langdurig	volwassene	nee	ja	dialoog	aaa	FALSE
1177	32630	64	19.632	2	11	moedertaal	M	32630_1177.wav	1245	ja	nee	nee	ja	nee	nee	kort	nee	kort	volwassene	nee	ja	dialoog	aaa	FALSE
1178	32630	60	29.608	2	11	moedertaal	M	32630_1178.wav	1246	ja	nee	nee	ja	nee	nee	nee	nee	langdurig	volwassene	nee	ja	dialoog	aaa	FALSE
1179	32630	380	192.824	1	7	goed	M	32630_1179.wav	1527	ja	nee	kort	ja	nee	ja	nee	nee	langdurig	volwassene	nee	ja	dialoog	aaa	TRUE
1180	32630	36	11.416	1	11	moedertaal	M	32630_1180.wav	1247	nee	nee	kort	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	aaa	FALSE
1181	32630	81	20.064	1	11	moedertaal	M	32630_1181.wav	1248	nee	nee	nee	nee	nee	ja	nee	nee	kort	volwassene	nee	ja	dialoog	aaa	FALSE
1182	33540	45	12.592	2	11	moedertaal	M	33540_1182.wav	1166	ja	nee	langdurig	ja	nee	nee	nee	nee	kort	volwassene	nee	ja	dialoog	aaa	FALSE
1183	33540	35	13.328	1	11	moedertaal	M	33540_1183.wav	1175	ja	nee	langdurig	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	aaa	FALSE
1184	33540	83	30.08	1	11	moedertaal	M	33540_1184.wav	1176	ja	zwak	langdurig	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	aaa	FALSE
1185	33540	32	16.032	1	5	moedertaal	M	33540_1185.wav	None	ja	nee	langdurig	ja	ja	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	FALSE
1186	37188	166	21.272	2	4	moedertaal	M	37188_1186.wav	None	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
1187	37188	172	26.232	2	4	moedertaal	M	37188_1187.wav	None	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
1188	37188	64	22.608	2	4	moedertaal	M	37188_1188.wav	None	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
1189	37189	69	20.616	2	4	moedertaal	M	37189_1189.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	TRUE
1190	37189	121	26.464	2	4	moedertaal	M	37189_1190.wav	None	nee	nee	kort	ja	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	TRUE
1191	37189	101	49.88	1	4	moedertaal	M	37189_1191.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	monoloog	ccc	TRUE
1192	37189	188	68.08	2	4	moedertaal	M	37189_1192.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	TRUE
1193	37189	331	184.68	1	4	moedertaal	M	37189_1193.wav	None	ja	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	TRUE
1194	37189	131	28.432	2	4	moedertaal	M	37189_1194.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	TRUE
1195	37190	115	63.952	1	4	moedertaal	F	37190_1195.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	TRUE
1196	37190	247	155.128	1	4	moedertaal	F	37190_1196.wav	None	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	TRUE
1197	37190	145	85.624	1	4	moedertaal	F	37190_1197.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	TRUE
1198	37191	68	25.664	2	4	moedertaal	F	37191_1198.wav	None	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
1199	37191	266	124.824	2	4	moedertaal	F	37191_1199.wav	None	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
1200	37192	560	236.688	2	4	moedertaal	F	37192_1200.wav	None	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	TRUE
1201	37193	125	13.72	2	4	moedertaal	F	37193_1201.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	bbb	TRUE
1202	37194	287	39.76	2	4	moedertaal	F	37194_1202.wav	1233	nee	zwak	nee	ja	nee	ja	nee	kort	nee	erg jong	nee	ja	dialoog	bbb	FALSE
1203	37194	151	56.488	2	4	moedertaal	F	37194_1203.wav	None	nee	zwak	nee	ja	nee	ja	nee	kort	nee	erg jong	nee	ja	dialoog	bbb	FALSE
1204	37194	346	58.6	2	4	moedertaal	F	37194_1204.wav	508	nee	zwak	nee	ja	nee	ja	nee	kort	nee	erg jong	nee	ja	dialoog	bbb	FALSE
1205	37195	96	16.256	1	9	goed	M	37195_1205.wav	1236	ja	zwak	kort	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1206	37195	198	95.656	2	9	goed	M	37195_1206.wav	1249	ja	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1207	37195	165	65.944	2	18	goed	M	37195_1207.wav	1580	ja	zwak	kort	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1208	37195	371	94.456	2	9	goed	M	37195_1208.wav	None	ja	matig	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1209	37195	259	89.64	1	3	moedertaal	M	37195_1209.wav	1635	ja	matig	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1210	37195	133	67.704	2	3	moedertaal	M	37195_1210.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1211	37195	95	17.944	1	9	goed	M	37195_1211.wav	1260	ja	nee	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1212	37195	74	23.536	1	3	moedertaal	M	37195_1212.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1213	37195	70	21.832	2	9	goed	M	37195_1213.wav	None	ja	nee	nee	ja	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1214	37195	166	43.328	2	9	goed	M	37195_1214.wav	None	ja	matig	langdurig	ja	ja	nee	nee	nee	nee	volwassene	ja	ja	dialoog	ccc	TRUE
1215	37195	65	29.64	1	9	goed	M	37195_1215.wav	None	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	TRUE
1216	37195	90	16.64	1	9	goed	M	37195_1216.wav	1983	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1217	37195	121	30.48	1	9	goed	M	37195_1217.wav	None	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1218	37195	91	22.624	1	3	moedertaal	M	37195_1218.wav	1654	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	FALSE
1219	37195	69	12.352	1	18	goed	M	37195_1219.wav	None	ja	nee	kort	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1220	37195	92	38.232	1	18	goed	M	37195_1220.wav	None	ja	nee	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1221	37195	232	83.856	1	18	goed	M	37195_1221.wav	None	ja	nee	langdurig	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1222	37195	108	40.592	1	18	goed	M	37195_1222.wav	None	nee	nee	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1223	37195	116	20.208	1	3	moedertaal	M	37195_1223.wav	None	nee	nee	nee	nee	nee	nee	nee	kort	nee	volwassene	nee	nee	dialoog	ccc	FALSE
1224	37195	107	50.048	1	18	goed	M	37195_1224.wav	None	ja	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	FALSE
1225	37195	141	97.376	1	18	goed	M	37195_1225.wav	None	ja	nee	kort	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1226	37195	259	114.016	1	9	goed	M	37195_1226.wav	None	ja	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1227	37195	502	210.592	1	18	goed	M	37195_1227.wav	None	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1228	37195	135	49.96	1	18	goed	M	37195_1228.wav	None	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1229	37195	93	43.056	1	3	moedertaal	M	37195_1229.wav	None	ja	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	FALSE
1230	37195	63	20.336	2	3	moedertaal	M	37195_1230.wav	None	ja	nee	langdurig	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	FALSE
1231	37195	168	53	1	18	goed	M	37195_1231.wav	None	ja	nee	langdurig	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	FALSE
1232	37195	74	33.904	2	18	goed	M	37195_1232.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	FALSE
1233	37196	287	41.208	2	4	moedertaal	F	37196_1233.wav	1202	nee	zwak	nee	ja	nee	ja	nee	nee	nee	erg jong	nee	ja	dialoog	bbb	FALSE
1234	37196	302	70.568	2	4	moedertaal	F	37196_1234.wav	None	nee	zwak	nee	ja	nee	ja	nee	nee	nee	erg jong	nee	ja	dialoog	bbb	FALSE
1235	37196	133	32.936	2	4	moedertaal	F	37196_1235.wav	None	nee	zwak	nee	ja	nee	ja	nee	nee	nee	erg jong	nee	ja	dialoog	bbb	FALSE
1236	37197	96	50.76	1	4	moedertaal	M	37197_1236.wav	1205	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1237	37197	78	39.112	1	4	moedertaal	M	37197_1237.wav	None	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1238	37197	77	21.616	2	4	moedertaal	M	37197_1238.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1239	37197	87	45.176	1	4	moedertaal	M	37197_1239.wav	None	nee	nee	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	monoloog	ccc	TRUE
1240	37197	139	84.864	2	4	moedertaal	M	37197_1240.wav	None	nee	nee	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1241	37198	71	18.072	2	11	moedertaal	M	37198_1241.wav	1163	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	aaa	FALSE
1242	37198	31	1.424	2	5	moedertaal	M	37198_1242.wav	1164	nee	nee	nee	nee	nee	ja	nee	kort	nee	volwassene	nee	nee	dialoog	aaa	FALSE
1243	37198	42	7.048	1	11	moedertaal	M	37198_1243.wav	1165	nee	nee	kort	nee	nee	nee	langdurig	nee	langdurig	volwassene	nee	ja	dialoog	aaa	FALSE
1244	37198	56	14.48	1	11	moedertaal	M	37198_1244.wav	1174	ja	nee	nee	ja	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	aaa	FALSE
1245	37198	64	5.136	2	11	moedertaal	M	37198_1245.wav	1177	nee	nee	nee	ja	nee	nee	nee	nee	langdurig	volwassene	nee	ja	dialoog	aaa	FALSE
1246	37198	60	17.184	2	11	moedertaal	M	37198_1246.wav	1178	nee	nee	nee	ja	nee	nee	kort	nee	langdurig	volwassene	nee	ja	dialoog	aaa	FALSE
1247	37198	36	1.496	1	7	moedertaal	M	37198_1247.wav	1180	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	aaa	TRUE
1248	37198	81	26.328	1	11	moedertaal	M	37198_1248.wav	1181	ja	nee	nee	ja	nee	nee	nee	nee	kort	volwassene	nee	ja	dialoog	aaa	FALSE
1249	37199	198	62.72	2	4	moedertaal	F	37199_1249.wav	1206	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1250	37199	150	66.128	1	4	moedertaal	F	37199_1250.wav	None	ja	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1251	37199	278	47.428	1	4	moedertaal	F	37199_1251.wav	None	ja	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1252	37199	339	99.456	2	4	moedertaal	F	37199_1252.wav	None	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1253	37199	128	34.632	1	4	moedertaal	F	37199_1253.wav	None	ja	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1254	37199	95	25.816	1	4	moedertaal	F	37199_1254.wav	None	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1255	37199	66	24.752	1	4	moedertaal	F	37199_1255.wav	None	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1256	37199	96	19.808	2	4	moedertaal	F	37199_1256.wav	None	ja	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1257	37199	124	27.496	2	4	moedertaal	F	37199_1257.wav	None	ja	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1258	37199	544	61.92	2	4	moedertaal	F	37199_1258.wav	None	ja	matig	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1259	37199	257	47.892	1	4	moedertaal	F	37199_1259.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1260	37200	95	25.608	1	9	moedertaal	F	37200_1260.wav	1211	ja	nee	nee	ja	nee	ja	nee	nee	nee	erg jong	nee	ja	dialoog	ccc	FALSE
1261	37200	87	10.056	2	9	moedertaal	F	37200_1261.wav	None	ja	nee	nee	ja	nee	nee	nee	nee	nee	erg jong	nee	ja	dialoog	ccc	FALSE
1262	37200	124	20.496	2	9	moedertaal	F	37200_1262.wav	None	ja	nee	nee	ja	nee	ja	nee	nee	nee	erg jong	nee	ja	dialoog	ccc	FALSE
1263	37200	144	24.568	2	9	moedertaal	F	37200_1263.wav	None	ja	nee	nee	ja	nee	nee	nee	nee	nee	erg jong	nee	ja	dialoog	ccc	FALSE
1264	37200	64	14.888	1	9	moedertaal	F	37200_1264.wav	None	ja	nee	nee	ja	nee	ja	nee	nee	nee	erg jong	nee	ja	dialoog	ccc	FALSE
1265	37200	156	38.608	2	9	moedertaal	F	37200_1265.wav	None	ja	nee	kort	ja	ja	ja	nee	nee	nee	erg jong	nee	ja	dialoog	ccc	FALSE
1266	37200	280	85.024	2	9	moedertaal	F	37200_1266.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	erg jong	nee	ja	dialoog	ccc	FALSE
1267	37200	136	34.624	2	9	moedertaal	F	37200_1267.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	erg jong	nee	ja	dialoog	ccc	FALSE
1268	37200	102	30.344	2	9	moedertaal	F	37200_1268.wav	None	ja	nee	nee	nee	nee	nee	nee	nee	nee	erg jong	nee	nee	dialoog	ccc	FALSE
1269	37200	77	9.288	2	9	moedertaal	F	37200_1269.wav	None	nee	nee	nee	nee	ja	ja	nee	nee	nee	erg jong	nee	nee	dialoog	ccc	FALSE
1270	37200	63	9.816	1	9	moedertaal	F	37200_1270.wav	None	ja	zwak	nee	ja	nee	ja	nee	nee	nee	erg jong	nee	nee	dialoog	ccc	FALSE
1271	37200	145	31.088	2	9	moedertaal	F	37200_1271.wav	None	ja	zwak	nee	ja	nee	ja	nee	nee	nee	erg jong	nee	nee	dialoog	ccc	FALSE
1272	37200	155	13.048	2	9	moedertaal	F	37200_1272.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	erg jong	nee	nee	dialoog	ccc	FALSE
1273	37200	112	32.744	2	9	moedertaal	F	37200_1273.wav	None	nee	nee	nee	nee	nee	ja	nee	nee	nee	erg jong	nee	nee	dialoog	ccc	FALSE
1274	37201	133	26.416	1	3	moedertaal	M	37201_1274.wav	None	ja	nee	kort	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	FALSE
1275	37201	147	43.584	1	3	moedertaal	M	37201_1275.wav	None	ja	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	FALSE
1276	37201	91	26.224	1	3	moedertaal	M	37201_1276.wav	None	ja	nee	langdurig	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	FALSE
1277	37201	140	52.416	1	3	moedertaal	M	37201_1277.wav	None	ja	nee	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	FALSE
1278	37201	66	14.08	1	3	moedertaal	M	37201_1278.wav	None	nee	nee	kort	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	FALSE
1279	37202	60	6.76	1	11	moedertaal	M	37202_1279.wav	1168	nee	nee	nee	ja	ja	nee	nee	nee	langdurig	volwassene	nee	ja	dialoog	aaa	FALSE
1280	37202	65	10.704	1	5	moedertaal	M	37202_1280.wav	1170	nee	nee	nee	ja	ja	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	FALSE
1281	37202	66	13.696	1	5	moedertaal	M	37202_1281.wav	1171	nee	nee	nee	nee	ja	ja	nee	nee	kort	volwassene	nee	nee	dialoog	aaa	FALSE
1282	37202	78	16.44	1	5	moedertaal	M	37202_1282.wav	1172	nee	nee	nee	ja	ja	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	FALSE
1283	37202	31	2.696	1	11	moedertaal	M	37202_1283.wav	1173	nee	nee	langdurig	ja	nee	nee	nee	nee	langdurig	volwassene	nee	ja	dialoog	aaa	FALSE
1284	37203	103	34.16	1	3	moedertaal	M	37203_1284.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	FALSE
1285	37203	104	45.8	1	3	moedertaal	M	37203_1285.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	FALSE
1286	37204	125	24.128	2	3	moedertaal	F	37204_1286.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	kort	volwassene	nee	ja	dialoog	ccc	FALSE
1287	37205	66	16.464	2	3	moedertaal	F	37205_1287.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1288	37205	354	47.872	2	3	moedertaal	F	37205_1288.wav	None	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1289	37206	126	28.608	2	4	moedertaal	F	37206_1289.wav	None	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1290	37206	376	155.328	1	4	moedertaal	F	37206_1290.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1291	37206	69	24.064	1	4	moedertaal	F	37206_1291.wav	None	ja	nee	kort	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1292	37206	169	60.856	1	4	moedertaal	F	37206_1292.wav	None	ja	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1293	37206	160	79.728	1	4	moedertaal	F	37206_1293.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	kort	volwassene	nee	ja	dialoog	ccc	TRUE
1294	37206	123	46.8	2	4	moedertaal	F	37206_1294.wav	None	ja	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1295	37207	52	33.819	1	4	goed	F	37207_1295.wav	None	ja	nee	nee	nee	nee	nee	langdurig	nee	kort	volwassene	nee	nee	dialoog	aaa	TRUE
1296	37207	71	26.72	1	4	goed	F	37207_1296.wav	None	nee	nee	nee	nee	nee	nee	langdurig	nee	langdurig	volwassene	nee	ja	dialoog	aaa	TRUE
1297	37207	82	32.912	1	4	goed	F	37207_1297.wav	None	nee	nee	nee	nee	nee	nee	langdurig	nee	kort	volwassene	nee	nee	dialoog	aaa	TRUE
1298	37207	73	18.904	2	4	goed	F	37207_1298.wav	None	ja	nee	nee	nee	nee	nee	nee	nee	langdurig	volwassene	nee	nee	dialoog	aaa	TRUE
1299	37207	35	12.432	2	4	goed	F	37207_1299.wav	None	nee	nee	nee	nee	nee	nee	kort	nee	nee	volwassene	nee	nee	dialoog	aaa	TRUE
